# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  785       3.308891859138e-10       2.363402782744e-12      -1.486464238405e-11       0.000000000000e+00 
  786       3.315345963196e-10       2.330869472024e-12      -1.468209886230e-11       0.000000000000e+00 
  787       3.321581506786e-10       2.298794898380e-12      -1.449587685042e-11       0.000000000000e+00 
  788       3.327596227917e-10       2.267190857258e-12      -1.430605354447e-11       0.000000000000e+00 
  789       3.333387854558e-10       2.236069230076e-12      -1.411270709715e-11       0.000000000000e+00 
  790       3.338954104614e-10       2.205441984457e-12      -1.391591662101e-11       0.000000000000e+00 
  791       3.344292685910e-10       2.175321174463e-12      -1.371576219159e-11       0.000000000000e+00 
  792       3.349401296173e-10       2.145718940825e-12      -1.351232485068e-11       0.000000000000e+00 
  793       3.354277623010e-10       2.116647511181e-12      -1.330568660943e-11       0.000000000000e+00 
  794       3.358919343898e-10       2.088119200300e-12      -1.309593045163e-11       0.000000000000e+00 
  795       3.363324126155e-10       2.060146410325e-12      -1.288314033681e-11       0.000000000000e+00 
  796       3.367489626929e-10       2.032741630997e-12      -1.266740120351e-11       0.000000000000e+00 
  797       3.371413493178e-10       2.005917439893e-12      -1.244879897242e-11       0.000000000000e+00 
  798       3.375093361651e-10       1.979686502658e-12      -1.222742054959e-11       0.000000000000e+00 
  799       3.378526858867e-10       1.954061573234e-12      -1.200335382963e-11       0.000000000000e+00 
  800       3.381711601103e-10       1.929055494098e-12      -1.177668769886e-11       0.000000000000e+00 
  801       3.384645194369e-10       1.904681196492e-12      -1.154751203857e-11       0.000000000000e+00 
  802       3.387325234394e-10       1.880951700654e-12      -1.131591772813e-11       0.000000000000e+00 
  803       3.389749306605e-10       1.857880116055e-12      -1.108199664826e-11       0.000000000000e+00 
  804       3.391914986112e-10       1.835479641629e-12      -1.084584168415e-11       0.000000000000e+00 
  805       3.393819837685e-10       1.813763566004e-12      -1.060754672872e-11       0.000000000000e+00 
  806       3.395461415739e-10       1.792745267741e-12      -1.036720668573e-11       0.000000000000e+00 
  807       3.396837264314e-10       1.772438215559e-12      -1.012491747305e-11       0.000000000000e+00 
  808       3.397944917058e-10       1.752855968572e-12      -9.880776025801e-12       0.000000000000e+00 
  809       3.398781897208e-10       1.734012176522e-12      -9.634880299572e-12       0.000000000000e+00 
  810       3.399345717569e-10       1.715920580010e-12      -9.387329273592e-12       0.000000000000e+00 
  811       3.399633880502e-10       1.698595010731e-12      -9.138222953931e-12       0.000000000000e+00 
  812       3.399643877898e-10       1.682049391703e-12      -8.887662376688e-12       0.000000000000e+00 
  813       3.399373191166e-10       1.666297737504e-12      -8.635749611184e-12       0.000000000000e+00 
  814       3.398819291211e-10       1.651354154501e-12      -8.382587763154e-12       0.000000000000e+00 
  815       3.397979638415e-10       1.637232841084e-12      -8.128280977931e-12       0.000000000000e+00 
  816       3.396851682623e-10       1.623948087902e-12      -7.872934443645e-12       0.000000000000e+00 
  817       3.395433507589e-10       1.611511860695e-12      -7.616650051613e-12       0.000000000000e+00 
  818       3.393725776991e-10       1.599926500998e-12      -7.359513286090e-12       0.000000000000e+00 
  819       3.391729823141e-10       1.589191895521e-12      -7.101606106665e-12       0.000000000000e+00 
  820       3.389447005763e-10       1.579307881525e-12      -6.843011272249e-12       0.000000000000e+00 
  821       3.386878712092e-10       1.570274246627e-12      -6.583812343480e-12       0.000000000000e+00 
  822       3.384026356969e-10       1.562090728592e-12      -6.324093685140e-12       0.000000000000e+00 
  823       3.380891382940e-10       1.554757015135e-12      -6.063940468564e-12       0.000000000000e+00 
  824       3.377475260349e-10       1.548272743719e-12      -5.803438674049e-12       0.000000000000e+00 
  825       3.373779487445e-10       1.542637501357e-12      -5.542675093269e-12       0.000000000000e+00 
  826       3.369805590467e-10       1.537850824402e-12      -5.281737331684e-12       0.000000000000e+00 
  827       3.365555123753e-10       1.533912198357e-12      -5.020713810948e-12       0.000000000000e+00 
  828       3.361029669827e-10       1.530821057663e-12      -4.759693771329e-12       0.000000000000e+00 
  829       3.356230839505e-10       1.528576785507e-12      -4.498767274108e-12       0.000000000000e+00 
  830       3.351160271987e-10       1.527178713613e-12      -4.238025204002e-12       0.000000000000e+00 
  831       3.345819634956e-10       1.526626122045e-12      -3.977559271567e-12       0.000000000000e+00 
  832       3.340210624675e-10       1.526918239004e-12      -3.717462015612e-12       0.000000000000e+00 
  833       3.334334966085e-10       1.528054240628e-12      -3.457826805610e-12       0.000000000000e+00 
  834       3.328194412902e-10       1.530033250790e-12      -3.198747844109e-12       0.000000000000e+00 
  835       3.321790747714e-10       1.532854340895e-12      -2.940320169142e-12       0.000000000000e+00 
  836       3.315125782079e-10       1.536516529682e-12      -2.682639656641e-12       0.000000000000e+00 
  837       3.308201356621e-10       1.541018783019e-12      -2.425803022846e-12       0.000000000000e+00 
  838       3.301019341130e-10       1.546360013706e-12      -2.169907826715e-12       0.000000000000e+00 
  839       3.293581634656e-10       1.552539081269e-12      -1.915052472338e-12       0.000000000000e+00 
  840       3.285890165608e-10       1.559554791761e-12      -1.661336211345e-12       0.000000000000e+00 
  841       3.277946891852e-10       1.567405897562e-12      -1.408859145320e-12       0.000000000000e+00 
  842       3.269753800808e-10       1.576091097174e-12      -1.157722228211e-12       0.000000000000e+00 
  843       3.261312909546e-10       1.585609035024e-12      -9.080272687391e-13       0.000000000000e+00 
  844       3.252626264885e-10       1.595958301258e-12      -6.598769328134e-13       0.000000000000e+00 
  845       3.243695943488e-10       1.607137431544e-12      -4.133747459392e-13       0.000000000000e+00 
  846       3.234524051964e-10       1.619144906869e-12      -1.686250956302e-13       0.000000000000e+00 
  847       3.225112726960e-10       1.631979153335e-12       7.426676618073e-14       0.000000000000e+00 
  848       3.215464135262e-10       1.645638541964e-12       3.151947207301e-13       0.000000000000e+00 
  849       3.205580473888e-10       1.660121388489e-12       5.540517800129e-13       0.000000000000e+00 
  850       3.195463970193e-10       1.675425953158e-12       7.907300843716e-13       0.000000000000e+00 
  851       3.185116881959e-10       1.691550440531e-12       1.025120900085e-12       0.000000000000e+00 
  852       3.174541497494e-10       1.708492999280e-12       1.257114616956e-12       0.000000000000e+00 
  853       3.163740135732e-10       1.726251721983e-12       1.486600745903e-12       0.000000000000e+00 
  854       3.152715146329e-10       1.744824644930e-12       1.713467916547e-12       0.000000000000e+00 
  855       3.141468909759e-10       1.764209747915e-12       1.937603874801e-12       0.000000000000e+00 
  856       3.130004057959e-10       1.784403443609e-12       2.158906991110e-12       0.000000000000e+00 
  857       3.118324140188e-10       1.805396017831e-12       2.377321005159e-12       0.000000000000e+00 
  858       3.106432968715e-10       1.827176111125e-12       2.592800868860e-12       0.000000000000e+00 
  859       3.094334399437e-10       1.849732221692e-12       2.805301288865e-12       0.000000000000e+00 
  860       3.082032332006e-10       1.873052704943e-12       3.014776726039e-12       0.000000000000e+00 
  861       3.069530709972e-10       1.897125773052e-12       3.221181394933e-12       0.000000000000e+00 
  862       3.056833520907e-10       1.921939494504e-12       3.424469263251e-12       0.000000000000e+00 
  863       3.043944796544e-10       1.947481793650e-12       3.624594051327e-12       0.000000000000e+00 
  864       3.030868612911e-10       1.973740450259e-12       3.821509231594e-12       0.000000000000e+00 
  865       3.017609090459e-10       2.000703099064e-12       4.015168028056e-12       0.000000000000e+00 
  866       3.004170394202e-10       2.028357229320e-12       4.205523415761e-12       0.000000000000e+00 
  867       2.990556733845e-10       2.056690184354e-12       4.392528120270e-12       0.000000000000e+00 
  868       2.976772363922e-10       2.085689161114e-12       4.576134617134e-12       0.000000000000e+00 
  869       2.962821583924e-10       2.115341209722e-12       4.756295131361e-12       0.000000000000e+00 
  870       2.948708738438e-10       2.145633233028e-12       4.932961636888e-12       0.000000000000e+00 
  871       2.934438217277e-10       2.176551986157e-12       5.106085856056e-12       0.000000000000e+00 
  872       2.920014455615e-10       2.208084076065e-12       5.275619259080e-12       0.000000000000e+00 
  873       2.905441934119e-10       2.240215961087e-12       5.441513063519e-12       0.000000000000e+00 
  874       2.890725179083e-10       2.272933950492e-12       5.603718233752e-12       0.000000000000e+00 
  875       2.875868762564e-10       2.306224204031e-12       5.762185480444e-12       0.000000000000e+00 
  876       2.860877302509e-10       2.340072731491e-12       5.916865260026e-12       0.000000000000e+00 
  877       2.845755462895e-10       2.374465392247e-12       6.067707774156e-12       0.000000000000e+00 
  878       2.830507953860e-10       2.409387894812e-12       6.214662969202e-12       0.000000000000e+00 
  879       2.815139531836e-10       2.444825796388e-12       6.357680535705e-12       0.000000000000e+00 
  880       2.799654999681e-10       2.480764502419e-12       6.496709907855e-12       0.000000000000e+00 
  881       2.784059206816e-10       2.517189266145e-12       6.631700262964e-12       0.000000000000e+00 
  882       2.768357049356e-10       2.554085188146e-12       6.762600520934e-12       0.000000000000e+00 
  883       2.752553470244e-10       2.591437215904e-12       6.889359343731e-12       0.000000000000e+00 
  884       2.736653459384e-10       2.629230143345e-12       7.011925134856e-12       0.000000000000e+00 
  885       2.720662053775e-10       2.667448610396e-12       7.130246038818e-12       0.000000000000e+00 
  886       2.704584337644e-10       2.706077102536e-12       7.244269940606e-12       0.000000000000e+00 
  887       2.688425442578e-10       2.745099950345e-12       7.353944465157e-12       0.000000000000e+00 
  888       2.672190547663e-10       2.784501329060e-12       7.459216976832e-12       0.000000000000e+00 
  889       2.655884879610e-10       2.824265258121e-12       7.560034578889e-12       0.000000000000e+00 
  890       2.639513712893e-10       2.864375600728e-12       7.656344112947e-12       0.000000000000e+00 
  891       2.623082369881e-10       2.904816063388e-12       7.748092158468e-12       0.000000000000e+00 
  892       2.606596220971e-10       2.945570195472e-12       7.835225032220e-12       0.000000000000e+00 
  893       2.590060684723e-10       2.986621388760e-12       7.917688787756e-12       0.000000000000e+00 
  894       2.573481227992e-10       3.027952876998e-12       7.995429214879e-12       0.000000000000e+00 
  895       2.556863087705e-10       3.069548031512e-12       8.068403514354e-12       0.000000000000e+00 
  896       2.540210430941e-10       3.111391254250e-12       8.136615531806e-12       0.000000000000e+00 
